Distance,Speed,RPM,Throttle,Brake,nGear,Driver
2348.7280555555553,182.0,11746.0,76.0,False,4,LEC
2356.950277777778,185.0,12065.0,99.0,False,4,LEC
2374.2836111111114,195.0,10463.0,99.0,False,5,LEC
2387.8169444444447,203.0,11171.0,99.0,False,5,LEC
2404.2280555555553,211.0,11153.0,99.0,False,5,LEC
2416.2280555555553,216.0,11601.0,99.0,False,5,LEC
2426.094722222222,222.0,11837.0,99.0,False,5,LEC
2436.005833333333,223.0,11552.0,99.0,False,5,LEC
2459.205833333333,232.0,10680.0,99.0,False,6,LEC
2472.150277777778,233.0,10820.0,99.0,False,6,LEC
2493.2169444444444,237.0,10986.0,99.0,False,6,LEC
2514.7280555555553,242.0,11199.0,99.0,False,6,LEC
2536.7724999999996,248.0,11295.0,99.0,False,6,LEC
2556.2169444444435,250.0,11611.0,99.0,False,6,LEC
2601.4994444444433,177.0,10694.0,3.0,True,5,LEC
2617.3994444444434,159.0,9484.0,6.0,True,4,LEC
2624.06611111111,150.0,9279.0,8.0,True,4,LEC
2633.66611111111,144.0,9046.0,9.0,False,4,LEC
2639.8052777777766,139.0,8898.0,25.0,False,4,LEC
2650.6163888888877,139.0,8635.0,21.0,True,4,LEC
2665.2830555555543,132.0,8644.0,20.0,False,4,LEC
2679.83861111111,131.0,8662.0,62.0,False,4,LEC
2688.9052777777765,136.0,8695.0,99.0,False,4,LEC
2696.9052777777765,144.0,9395.0,99.0,False,4,LEC
2703.7052777777767,153.0,9747.0,99.0,False,4,LEC
2714.5719444444435,163.0,10160.0,99.0,False,4,LEC
2726.105277777777,173.0,11116.0,99.0,False,4,LEC
2744.905277777777,188.0,12037.0,99.0,False,4,LEC
2760.0719444444435,195.0,10917.0,99.0,False,4,LEC
2769.005277777777,201.0,10964.0,99.0,False,4,LEC
2782.805277777777,207.0,10986.0,0.0,True,5,LEC
2801.994166666666,157.0,9679.0,0.0,True,5,LEC
2814.260833333333,138.0,9719.0,0.0,True,4,LEC
2820.4274999999993,111.0,9348.0,0.0,True,3,LEC
2830.760833333333,93.0,8184.0,0.0,True,2,LEC
2835.094166666666,78.0,6784.0,0.0,True,2,LEC
2841.0497222222216,67.0,5777.0,0.0,True,2,LEC
2844.494166666666,62.0,5556.0,1.0,False,2,LEC
2847.2222222222217,61.0,5416.0,1.0,False,2,LEC
2853.3222222222216,61.0,6274.0,26.0,False,2,LEC
2856.8222222222216,63.0,5892.0,34.0,False,2,LEC
2865.3777777777773,70.0,6890.0,51.0,False,2,LEC
2873.754444444444,84.0,8147.0,69.0,False,2,LEC
2879.954444444444,93.0,9099.0,74.0,False,2,LEC
2887.965555555555,103.0,9789.0,84.0,False,2,LEC
2894.743333333333,122.0,11189.0,99.0,False,2,LEC
2903.0099999999998,124.0,10181.0,0.0,True,2,LEC
2911.1766666666663,105.0,9657.0,0.0,True,2,LEC
2915.6655555555553,101.0,8870.0,0.0,True,2,LEC
2923.6655555555553,90.0,7449.0,0.0,True,2,LEC
2929.332222222222,85.0,7304.0,0.0,False,2,LEC
2936.7099999999996,83.0,7925.0,43.0,False,2,LEC
2942.4433333333327,86.0,8416.0,57.0,False,2,LEC
2946.487777777777,91.0,8475.0,69.0,False,2,LEC
2954.265555555555,100.0,10426.0,87.0,False,2,LEC
2960.154444444444,106.0,11266.0,99.0,False,2,LEC
2967.0988888888883,125.0,10952.0,99.0,False,2,LEC
2977.754444444444,137.0,11096.0,99.0,False,3,LEC
2988.4211111111103,160.0,11197.0,99.0,False,3,LEC
3005.8211111111104,174.0,11335.0,99.0,False,4,LEC
3013.998888888888,184.0,11811.0,99.0,False,4,LEC
3022.354444444444,188.0,11575.0,99.0,False,4,LEC
3031.065555555555,196.0,10964.0,99.0,False,5,LEC
3047.0877777777773,206.0,11120.0,99.0,False,5,LEC
3061.213055555555,211.0,11543.0,99.0,False,5,LEC
3070.9908333333324,220.0,11702.0,99.0,False,5,LEC
3088.646388888888,227.0,11142.0,99.0,False,6,LEC
3104.2463888888874,234.0,10882.0,99.0,False,6,LEC
3131.46861111111,245.0,11289.0,99.0,False,6,LEC
3162.1986111111096,252.0,11769.0,99.0,False,6,LEC
3173.5763888888882,256.0,11707.0,99.0,False,6,LEC
3190.9097222222213,260.0,10735.0,99.0,False,6,LEC
3220.354166666666,265.0,10703.0,99.0,False,7,LEC
3238.420833333332,271.0,10833.0,99.0,False,7,LEC
17.95277777777778,281.0,11255.0,100.0,False,7,SAI
33.730555555555554,284.0,11368.0,100.0,False,7,SAI
55.97305555555555,287.0,11459.0,100.0,False,7,SAI
97.7175,289.0,11529.0,10.0,True,7,SAI
117.71749999999999,225.0,9289.0,0.0,True,7,SAI
130.85083333333333,197.0,8015.0,0.0,True,7,SAI
138.53972222222222,173.0,8295.0,0.0,True,7,SAI
154.4286111111111,143.0,8922.0,0.0,True,7,SAI
160.47305555555553,136.0,9622.0,0.0,True,7,SAI
170.35083333333333,127.0,9157.0,0.0,True,4,SAI
176.96194444444444,119.0,9082.0,0.0,False,3,SAI
183.5175,118.0,8592.0,13.0,False,3,SAI
189.9063888888889,115.0,8823.0,46.0,False,3,SAI
196.4063888888889,117.0,9243.0,57.0,False,3,SAI
204.53972222222222,122.0,9474.0,62.0,False,3,SAI
211.70638888888888,129.0,9913.0,80.0,False,3,SAI
220.97305555555556,139.0,10791.0,99.0,False,3,SAI
227.63972222222225,150.0,11129.0,99.0,False,3,SAI
237.97305555555556,155.0,11409.0,99.0,False,3,SAI
257.63972222222225,177.0,11215.0,99.0,False,4,SAI
267.9175,185.0,11215.0,99.0,False,4,SAI
280.71750000000003,192.0,12124.0,99.0,False,4,SAI
294.18416666666667,202.0,11066.0,99.0,False,5,SAI
303.2952777777778,205.0,10761.0,100.0,False,5,SAI
312.5841666666667,209.0,11137.0,99.0,False,5,SAI
326.7841666666667,213.0,11502.0,99.0,False,5,SAI
339.06194444444446,221.0,11742.0,100.0,False,5,SAI
349.0619444444444,225.0,11890.0,100.0,False,5,SAI
372.52694444444444,234.0,10683.0,100.0,False,6,SAI
382.9713888888889,235.0,10814.0,100.0,False,6,SAI
393.57138888888886,240.0,10956.0,100.0,False,6,SAI
423.63805555555547,246.0,11239.0,100.0,False,6,SAI
434.70472222222213,249.0,11340.0,100.0,False,6,SAI
448.7047222222221,252.0,11507.0,100.0,False,6,SAI
459.90472222222206,252.0,11584.0,100.0,False,6,SAI
485.50472222222214,256.0,11862.0,99.0,False,6,SAI
502.70472222222213,258.0,10783.0,100.0,False,7,SAI
526.0824999999998,263.0,10525.0,100.0,False,7,SAI
543.7491666666664,265.0,10654.0,100.0,False,7,SAI
558.5269444444442,266.0,10675.0,100.0,False,7,SAI
573.4713888888886,269.0,10651.0,100.0,False,7,SAI
588.3602777777775,268.0,11058.0,100.0,False,7,SAI
612.3602777777774,270.0,11016.0,100.0,True,7,SAI
630.0936111111107,266.0,10525.0,25.0,True,7,SAI
649.6936111111108,252.0,9839.0,9.0,True,7,SAI
676.7047222222219,221.0,11330.0,6.0,True,7,SAI
694.9269444444442,205.0,10764.0,5.0,True,5,SAI
705.9824999999997,199.0,11720.0,6.0,False,5,SAI
718.8491666666664,193.0,12095.0,9.0,False,4,SAI
729.1824999999997,186.0,11579.0,7.0,False,4,SAI
743.104722222222,179.0,10999.0,5.0,False,4,SAI
750.8380555555553,174.0,10720.0,7.0,False,4,SAI
762.1713888888887,170.0,10725.0,46.0,False,4,SAI
771.3936111111109,166.0,10447.0,35.0,False,4,SAI
788.3405555555554,169.0,10811.0,77.0,False,4,SAI
799.8738888888887,173.0,10945.0,79.0,False,4,SAI
816.001111111111,182.0,11547.0,91.0,False,4,SAI
825.9455555555554,179.0,10917.0,2.0,True,4,SAI
842.4455555555555,165.0,10160.0,0.0,True,4,SAI
853.0455555555556,159.0,9769.0,1.0,True,4,SAI
863.1122222222222,151.0,9469.0,6.0,False,4,SAI
873.0455555555556,149.0,9424.0,56.0,False,4,SAI
884.6344444444445,149.0,9491.0,57.0,False,4,SAI
891.3900000000001,152.0,9740.0,76.0,False,4,SAI
898.3233333333335,156.0,10097.0,83.0,False,4,SAI
909.4566666666667,167.0,11331.0,100.0,False,4,SAI
922.9900000000001,174.0,11112.0,99.0,False,4,SAI
940.0566666666668,192.0,11818.0,99.0,False,4,SAI
948.6788888888891,194.0,10698.0,99.0,False,5,SAI
966.9011111111114,205.0,10996.0,99.0,False,5,SAI
983.3900000000001,212.0,11542.0,99.0,False,5,SAI
998.0566666666668,220.0,11879.0,99.0,False,5,SAI
1010.7233333333335,228.0,12099.0,99.0,False,5,SAI
1028.8566666666668,204.0,10975.0,1.0,True,5,SAI
1041.6900000000003,165.0,9015.0,0.0,True,5,SAI
1051.3566666666668,145.0,8804.0,0.0,True,5,SAI
1060.4900000000002,137.0,8804.0,0.0,True,5,SAI
1068.9677777777779,109.0,8822.0,0.0,True,4,SAI
1073.367777777778,99.0,8542.0,0.0,True,3,SAI
1084.147777777778,88.0,7297.0,0.0,True,2,SAI
1093.6811111111112,78.0,6705.0,0.0,False,2,SAI
1100.2383333333335,74.0,6828.0,17.0,False,2,SAI
1108.4383333333335,82.0,7316.0,51.0,False,2,SAI
1114.4383333333335,90.0,8274.0,61.0,False,2,SAI
1122.0605555555558,98.0,9179.0,74.0,False,2,SAI
1138.593888888889,124.0,10260.0,99.0,False,2,SAI
1144.6383333333333,136.0,10350.0,99.0,False,3,SAI
1152.9161111111111,149.0,11262.0,99.0,False,3,SAI
1163.516111111111,159.0,11748.0,99.0,True,3,SAI
1171.793888888889,149.0,11295.0,0.0,True,3,SAI
1181.6605555555557,111.0,9055.0,0.0,True,3,SAI
1188.2605555555558,99.0,8534.0,0.0,True,3,SAI
1193.0383333333336,86.0,8775.0,0.0,True,3,SAI
1199.4383333333337,72.0,7519.0,0.0,True,1,SAI
1202.2827777777782,64.0,6781.0,0.0,True,1,SAI
1208.3938888888893,55.0,5854.0,0.0,False,1,SAI
1213.8383333333338,49.0,5525.0,10.0,False,1,SAI
1216.0161111111115,49.0,5175.0,4.0,False,1,SAI
1218.1938888888892,49.0,4792.0,0.0,False,1,SAI
1222.1050000000002,44.0,5230.0,20.0,False,1,SAI
1226.8050000000003,47.0,5702.0,26.0,False,1,SAI
1228.982777777778,49.0,6402.0,34.0,False,1,SAI
1232.7161111111113,56.0,6918.0,42.0,False,1,SAI
1237.867777777778,66.0,7700.0,51.0,False,1,SAI
1245.4677777777779,76.0,9147.0,67.0,False,1,SAI
1251.667777777778,93.0,10459.0,75.0,False,1,SAI
1256.1122222222223,100.0,10459.0,76.0,False,1,SAI
1268.3066666666666,100.0,8627.0,0.0,True,2,SAI
1276.5733333333333,93.0,7957.0,0.0,False,2,SAI
1282.7733333333333,93.0,7750.0,0.0,False,2,SAI
1289.54,87.0,7486.0,0.0,False,2,SAI
1298.1399999999999,86.0,7905.0,35.0,False,2,SAI
1301.9622222222222,86.0,7974.0,47.0,False,2,SAI
1310.2288888888888,93.0,8120.0,56.0,False,2,SAI
1317.2955555555554,106.0,9800.0,70.0,False,2,SAI
1326.862222222222,123.0,11083.0,100.0,False,2,SAI
1334.0844444444442,130.0,11136.0,100.0,False,2,SAI
1339.9066666666665,131.0,10575.0,1.0,True,2,SAI
1345.2844444444443,121.0,10173.0,2.0,True,2,SAI
1356.2844444444443,110.0,9251.0,0.0,True,2,SAI
1362.062222222222,104.0,8606.0,1.0,True,2,SAI
1370.4177777777775,94.0,8197.0,0.0,False,2,SAI
1378.4177777777775,90.0,7958.0,9.0,False,2,SAI
1386.5066666666664,91.0,8482.0,42.0,False,2,SAI
1393.973333333333,96.0,8610.0,63.0,False,2,SAI
1424.6733333333332,120.0,10631.0,100.0,False,2,SAI
1440.4733333333331,158.0,11650.0,99.0,False,3,SAI
1447.7177777777774,163.0,11650.0,99.0,False,3,SAI
1459.5844444444442,178.0,11258.0,99.0,False,4,SAI
1467.446111111111,178.0,11547.0,99.0,False,4,SAI
1482.5349999999999,194.0,12211.0,99.0,False,4,SAI
1505.5349999999999,207.0,10994.0,99.0,False,5,SAI
1529.646111111111,217.0,11693.0,99.0,False,5,SAI
1544.5794444444443,224.0,11942.0,100.0,False,5,SAI
1557.3016666666667,229.0,11137.0,99.0,False,5,SAI
1567.6127777777776,232.0,10959.0,100.0,False,6,SAI
1583.4794444444444,238.0,10914.0,100.0,False,6,SAI
1599.679444444444,243.0,11212.0,100.0,False,6,SAI
1624.3794444444445,247.0,11419.0,100.0,False,6,SAI
1643.9794444444442,252.0,11643.0,100.0,False,6,SAI
1655.3572222222222,256.0,11717.0,100.0,False,6,SAI
1672.5572222222222,258.0,11257.0,100.0,False,6,SAI
1704.8238888888886,264.0,10626.0,100.0,False,7,SAI
1728.2905555555553,264.0,10711.0,100.0,False,7,SAI
1743.2349999999994,269.0,10763.0,100.0,False,7,SAI
1773.235,270.0,10957.0,100.0,False,7,SAI
1788.5127777777773,275.0,11062.0,99.0,False,7,SAI
1813.1349999999995,277.0,11131.0,99.0,False,7,SAI
1828.5238888888887,277.0,11223.0,99.0,False,7,SAI
1841.1355555555554,282.0,11248.0,100.0,False,7,SAI
1869.3355555555554,282.0,11367.0,100.0,False,7,SAI
1885.1133333333328,284.0,11430.0,99.0,False,7,SAI
1919.9466666666665,285.0,11525.0,99.0,False,7,SAI
1948.666666666666,288.0,11158.0,37.0,True,7,SAI
1965.1999999999996,248.0,10250.0,0.0,True,7,SAI
1983.4777777777774,235.0,8850.0,0.0,True,7,SAI
1994.1999999999998,193.0,8368.0,0.0,True,7,SAI
2004.7999999999995,159.0,8675.0,0.0,True,7,SAI
2015.144444444444,133.0,9629.0,0.0,True,7,SAI
2020.744444444444,126.0,9913.0,0.0,True,7,SAI
2030.344444444444,108.0,9128.0,0.0,True,4,SAI
2036.8111111111104,97.0,8256.0,0.0,True,2,SAI
2044.7222222222215,89.0,7649.0,0.0,True,2,SAI
2050.6555555555547,89.0,7347.0,0.0,True,2,SAI
2054.3444444444435,83.0,6868.0,0.0,True,2,SAI
2060.177777777777,75.0,6423.0,0.0,True,2,SAI
2064.177777777777,72.0,6174.0,1.0,False,2,SAI
2068.0666666666657,70.0,6523.0,23.0,False,2,SAI
2073.7444444444436,73.0,7074.0,44.0,False,2,SAI
2078.81111111111,76.0,7494.0,50.0,False,2,SAI
2088.1111111111104,93.0,8443.0,67.0,False,2,SAI
2092.4666666666662,98.0,8496.0,74.0,False,2,SAI
2097.355555555555,110.0,9476.0,83.0,False,2,SAI
2102.5111111111105,116.0,10590.0,100.0,False,2,SAI
2112.9333333333325,134.0,10542.0,100.0,False,3,SAI
2123.0419444444437,151.0,11244.0,99.0,False,3,SAI
2129.930833333333,155.0,11584.0,99.0,False,3,SAI
2143.153055555555,170.0,10794.0,99.0,False,3,SAI
2155.0197222222214,178.0,11214.0,99.0,False,4,SAI
2176.575277777777,194.0,11965.0,99.0,False,4,SAI
2202.18361111111,210.0,11193.0,99.0,False,5,SAI
2211.516944444443,210.0,11395.0,100.0,False,5,SAI
2226.3169444444434,222.0,11837.0,100.0,False,5,SAI
2251.7613888888877,229.0,12334.0,100.0,False,5,SAI
2267.4947222222213,236.0,11871.0,30.0,True,5,SAI
2289.9391666666656,202.0,11269.0,3.0,True,5,SAI
2310.605833333332,186.0,11127.0,9.0,True,4,SAI
2322.4058333333323,177.0,11193.0,49.0,False,4,SAI
2332.2947222222215,178.0,11292.0,74.0,False,4,SAI
2340.2947222222215,180.0,11641.0,99.0,False,4,SAI
2348.561388888888,186.0,12126.0,96.0,False,4,SAI
2365.8058333333324,194.0,11733.0,100.0,False,4,SAI
2386.6058333333326,208.0,10799.0,99.0,False,5,SAI
2395.9391666666656,210.0,11359.0,99.0,False,5,SAI
2405.5391666666656,216.0,11514.0,99.0,False,5,SAI
2425.272499999999,222.0,11346.0,99.0,False,5,SAI
2435.228055555555,224.0,10766.0,100.0,False,5,SAI
2455.761388888888,231.0,10904.0,100.0,False,6,SAI
2471.361388888888,234.0,10996.0,100.0,False,6,SAI
2492.5169444444437,238.0,10989.0,99.0,False,6,SAI
2505.9727777777766,241.0,11158.0,99.0,False,6,SAI
2522.30611111111,245.0,11614.0,100.0,False,6,SAI
2538.772777777777,247.0,11423.0,100.0,False,6,SAI
