Driver,Team,LapNumber,Compound,TyreLife,Stint,LapTime
LEC,Ferrari,1.0,MEDIUM,1.0,1.0,0 days 00:40:56.330000
LEC,Ferrari,3.0,HARD,2.0,2.0,0 days 00:01:24.624000
LEC,Ferrari,4.0,HARD,3.0,2.0,0 days 00:01:22.625000
LEC,Ferrari,5.0,HARD,4.0,2.0,0 days 00:01:21.795000
LEC,Ferrari,6.0,HARD,5.0,2.0,0 days 00:01:21.145000
LEC,Ferrari,7.0,HARD,6.0,2.0,0 days 00:01:20.980000
LEC,Ferrari,8.0,HARD,7.0,2.0,0 days 00:01:21.030000
LEC,Ferrari,9.0,HARD,8.0,2.0,0 days 00:01:20.114000
LEC,Ferrari,10.0,HARD,9.0,2.0,0 days 00:01:20.775000
LEC,Ferrari,11.0,HARD,10.0,2.0,0 days 00:01:21.046000
LEC,Ferrari,12.0,HARD,11.0,2.0,0 days 00:01:20.252000
LEC,Ferrari,13.0,HARD,12.0,2.0,0 days 00:01:19.017000
LEC,Ferrari,14.0,HARD,13.0,2.0,0 days 00:01:19.913000
LEC,Ferrari,15.0,HARD,14.0,2.0,0 days 00:01:19.838000
LEC,Ferrari,16.0,HARD,15.0,2.0,0 days 00:01:20.156000
LEC,Ferrari,17.0,HARD,16.0,2.0,0 days 00:01:20.279000
LEC,Ferrari,18.0,HARD,17.0,2.0,0 days 00:01:19.580000
LEC,Ferrari,19.0,HARD,18.0,2.0,0 days 00:01:18.842000
LEC,Ferrari,20.0,HARD,19.0,2.0,0 days 00:01:18.724000
LEC,Ferrari,21.0,HARD,20.0,2.0,0 days 00:01:18.472000
LEC,Ferrari,22.0,HARD,21.0,2.0,0 days 00:01:18.620000
LEC,Ferrari,23.0,HARD,22.0,2.0,0 days 00:01:18.458000
LEC,Ferrari,24.0,HARD,23.0,2.0,0 days 00:01:18.725000
LEC,Ferrari,25.0,HARD,24.0,2.0,0 days 00:01:18.973000
LEC,Ferrari,26.0,HARD,25.0,2.0,0 days 00:01:18.445000
LEC,Ferrari,27.0,HARD,26.0,2.0,0 days 00:01:18.351000
LEC,Ferrari,28.0,HARD,27.0,2.0,0 days 00:01:18.710000
LEC,Ferrari,29.0,HARD,28.0,2.0,0 days 00:01:19.053000
LEC,Ferrari,30.0,HARD,29.0,2.0,0 days 00:01:19.935000
LEC,Ferrari,31.0,HARD,30.0,2.0,0 days 00:01:18.393000
LEC,Ferrari,32.0,HARD,31.0,2.0,0 days 00:01:19.125000
LEC,Ferrari,33.0,HARD,32.0,2.0,0 days 00:01:18.494000
LEC,Ferrari,34.0,HARD,33.0,2.0,0 days 00:01:19.319000
LEC,Ferrari,35.0,HARD,34.0,2.0,0 days 00:01:18.530000
LEC,Ferrari,36.0,HARD,35.0,2.0,0 days 00:01:18.689000
LEC,Ferrari,37.0,HARD,36.0,2.0,0 days 00:01:18.925000
LEC,Ferrari,38.0,HARD,37.0,2.0,0 days 00:01:18.528000
LEC,Ferrari,39.0,HARD,38.0,2.0,0 days 00:01:18.181000
LEC,Ferrari,40.0,HARD,39.0,2.0,0 days 00:01:18.733000
LEC,Ferrari,41.0,HARD,40.0,2.0,0 days 00:01:18.694000
LEC,Ferrari,42.0,HARD,41.0,2.0,0 days 00:01:19.277000
LEC,Ferrari,43.0,HARD,42.0,2.0,0 days 00:01:17.865000
LEC,Ferrari,44.0,HARD,43.0,2.0,0 days 00:01:18.276000
LEC,Ferrari,45.0,HARD,44.0,2.0,0 days 00:01:18.541000
LEC,Ferrari,46.0,HARD,45.0,2.0,0 days 00:01:18.567000
LEC,Ferrari,47.0,HARD,46.0,2.0,0 days 00:01:19.185000
LEC,Ferrari,48.0,HARD,47.0,2.0,0 days 00:01:17.941000
LEC,Ferrari,49.0,HARD,48.0,2.0,0 days 00:01:18.506000
LEC,Ferrari,50.0,HARD,49.0,2.0,0 days 00:01:18.185000
LEC,Ferrari,51.0,HARD,50.0,2.0,0 days 00:01:17.790000
LEC,Ferrari,52.0,HARD,51.0,2.0,0 days 00:01:18.311000
LEC,Ferrari,53.0,HARD,52.0,2.0,0 days 00:01:17.748000
LEC,Ferrari,54.0,HARD,53.0,2.0,0 days 00:01:17.357000
LEC,Ferrari,55.0,HARD,54.0,2.0,0 days 00:01:17.444000
LEC,Ferrari,56.0,HARD,55.0,2.0,0 days 00:01:17.266000
LEC,Ferrari,57.0,HARD,56.0,2.0,0 days 00:01:17.640000
LEC,Ferrari,58.0,HARD,57.0,2.0,0 days 00:01:17.028000
LEC,Ferrari,59.0,HARD,58.0,2.0,0 days 00:01:17.034000
LEC,Ferrari,60.0,HARD,59.0,2.0,0 days 00:01:16.414000
LEC,Ferrari,61.0,HARD,60.0,2.0,0 days 00:01:16.863000
LEC,Ferrari,62.0,HARD,61.0,2.0,0 days 00:01:17.454000
LEC,Ferrari,63.0,HARD,62.0,2.0,0 days 00:01:16.971000
LEC,Ferrari,64.0,HARD,63.0,2.0,0 days 00:01:16.560000
LEC,Ferrari,65.0,HARD,64.0,2.0,0 days 00:01:16.607000
LEC,Ferrari,66.0,HARD,65.0,2.0,0 days 00:01:16.489000
LEC,Ferrari,67.0,HARD,66.0,2.0,0 days 00:01:15.941000
LEC,Ferrari,68.0,HARD,67.0,2.0,0 days 00:01:16.082000
LEC,Ferrari,69.0,HARD,68.0,2.0,0 days 00:01:16.373000
LEC,Ferrari,70.0,HARD,69.0,2.0,0 days 00:01:15.767000
LEC,Ferrari,71.0,HARD,70.0,2.0,0 days 00:01:15.162000
LEC,Ferrari,72.0,HARD,71.0,2.0,0 days 00:01:15.547000
LEC,Ferrari,73.0,HARD,72.0,2.0,0 days 00:01:16.219000
LEC,Ferrari,74.0,HARD,73.0,2.0,0 days 00:01:16.105000
LEC,Ferrari,75.0,HARD,74.0,2.0,0 days 00:01:16.387000
LEC,Ferrari,76.0,HARD,75.0,2.0,0 days 00:01:16.808000
LEC,Ferrari,77.0,HARD,76.0,2.0,0 days 00:01:16.933000
LEC,Ferrari,78.0,HARD,77.0,2.0,0 days 00:01:18.636000
PIA,McLaren,1.0,MEDIUM,2.0,1.0,0 days 00:40:58.744000
PIA,McLaren,3.0,HARD,3.0,2.0,0 days 00:01:24.953000
PIA,McLaren,4.0,HARD,4.0,2.0,0 days 00:01:22.314000
PIA,McLaren,5.0,HARD,5.0,2.0,0 days 00:01:22.019000
PIA,McLaren,6.0,HARD,6.0,2.0,0 days 00:01:21.354000
PIA,McLaren,7.0,HARD,7.0,2.0,0 days 00:01:20.808000
PIA,McLaren,8.0,HARD,8.0,2.0,0 days 00:01:21.058000
PIA,McLaren,9.0,HARD,9.0,2.0,0 days 00:01:19.906000
PIA,McLaren,10.0,HARD,10.0,2.0,0 days 00:01:20.890000
PIA,McLaren,11.0,HARD,11.0,2.0,0 days 00:01:20.898000
PIA,McLaren,12.0,HARD,12.0,2.0,0 days 00:01:20.135000
PIA,McLaren,13.0,HARD,13.0,2.0,0 days 00:01:18.745000
PIA,McLaren,14.0,HARD,14.0,2.0,0 days 00:01:20.014000
PIA,McLaren,15.0,HARD,15.0,2.0,0 days 00:01:20.264000
PIA,McLaren,16.0,HARD,16.0,2.0,0 days 00:01:19.829000
PIA,McLaren,17.0,HARD,17.0,2.0,0 days 00:01:20.028000
PIA,McLaren,18.0,HARD,18.0,2.0,0 days 00:01:19.832000
PIA,McLaren,19.0,HARD,19.0,2.0,0 days 00:01:19.179000
PIA,McLaren,20.0,HARD,20.0,2.0,0 days 00:01:19.055000
PIA,McLaren,21.0,HARD,21.0,2.0,0 days 00:01:18.601000
PIA,McLaren,22.0,HARD,22.0,2.0,0 days 00:01:18.585000
PIA,McLaren,23.0,HARD,23.0,2.0,0 days 00:01:18.658000
PIA,McLaren,24.0,HARD,24.0,2.0,0 days 00:01:18.636000
PIA,McLaren,25.0,HARD,25.0,2.0,0 days 00:01:18.784000
PIA,McLaren,26.0,HARD,26.0,2.0,0 days 00:01:18.440000
PIA,McLaren,27.0,HARD,27.0,2.0,0 days 00:01:18.523000
PIA,McLaren,28.0,HARD,28.0,2.0,0 days 00:01:18.791000
PIA,McLaren,29.0,HARD,29.0,2.0,0 days 00:01:19.010000
PIA,McLaren,30.0,HARD,30.0,2.0,0 days 00:01:19.396000
PIA,McLaren,31.0,HARD,31.0,2.0,0 days 00:01:18.449000
PIA,McLaren,32.0,HARD,32.0,2.0,0 days 00:01:18.969000
PIA,McLaren,33.0,HARD,33.0,2.0,0 days 00:01:19.060000
PIA,McLaren,34.0,HARD,34.0,2.0,0 days 00:01:18.978000
PIA,McLaren,35.0,HARD,35.0,2.0,0 days 00:01:18.605000
PIA,McLaren,36.0,HARD,36.0,2.0,0 days 00:01:18.882000
PIA,McLaren,37.0,HARD,37.0,2.0,0 days 00:01:18.612000
PIA,McLaren,38.0,HARD,38.0,2.0,0 days 00:01:18.731000
PIA,McLaren,39.0,HARD,39.0,2.0,0 days 00:01:18.362000
PIA,McLaren,40.0,HARD,40.0,2.0,0 days 00:01:18.951000
PIA,McLaren,41.0,HARD,41.0,2.0,0 days 00:01:18.846000
PIA,McLaren,42.0,HARD,42.0,2.0,0 days 00:01:19.795000
PIA,McLaren,43.0,HARD,43.0,2.0,0 days 00:01:18.198000
PIA,McLaren,44.0,HARD,44.0,2.0,0 days 00:01:18.277000
PIA,McLaren,45.0,HARD,45.0,2.0,0 days 00:01:18.082000
PIA,McLaren,46.0,HARD,46.0,2.0,0 days 00:01:18.623000
PIA,McLaren,47.0,HARD,47.0,2.0,0 days 00:01:18.399000
PIA,McLaren,48.0,HARD,48.0,2.0,0 days 00:01:18.395000
PIA,McLaren,49.0,HARD,49.0,2.0,0 days 00:01:18.136000
PIA,McLaren,50.0,HARD,50.0,2.0,0 days 00:01:18.350000
PIA,McLaren,51.0,HARD,51.0,2.0,0 days 00:01:17.909000
PIA,McLaren,52.0,HARD,52.0,2.0,0 days 00:01:18.214000
PIA,McLaren,53.0,HARD,53.0,2.0,0 days 00:01:17.609000
PIA,McLaren,54.0,HARD,54.0,2.0,0 days 00:01:17.362000
PIA,McLaren,55.0,HARD,55.0,2.0,0 days 00:01:17.445000
PIA,McLaren,56.0,HARD,56.0,2.0,0 days 00:01:17.456000
PIA,McLaren,57.0,HARD,57.0,2.0,0 days 00:01:17.300000
PIA,McLaren,58.0,HARD,58.0,2.0,0 days 00:01:17.344000
PIA,McLaren,59.0,HARD,59.0,2.0,0 days 00:01:17.042000
PIA,McLaren,60.0,HARD,60.0,2.0,0 days 00:01:16.617000
PIA,McLaren,61.0,HARD,61.0,2.0,0 days 00:01:16.771000
PIA,McLaren,62.0,HARD,62.0,2.0,0 days 00:01:17.095000
PIA,McLaren,63.0,HARD,63.0,2.0,0 days 00:01:16.921000
PIA,McLaren,64.0,HARD,64.0,2.0,0 days 00:01:16.909000
PIA,McLaren,65.0,HARD,65.0,2.0,0 days 00:01:16.391000
PIA,McLaren,66.0,HARD,66.0,2.0,0 days 00:01:16.640000
PIA,McLaren,67.0,HARD,67.0,2.0,0 days 00:01:16.596000
PIA,McLaren,68.0,HARD,68.0,2.0,0 days 00:01:16.601000
PIA,McLaren,69.0,HARD,69.0,2.0,0 days 00:01:17.371000
PIA,McLaren,70.0,HARD,70.0,2.0,0 days 00:01:17.270000
PIA,McLaren,71.0,HARD,71.0,2.0,0 days 00:01:17.184000
PIA,McLaren,72.0,HARD,72.0,2.0,0 days 00:01:16.652000
PIA,McLaren,73.0,HARD,73.0,2.0,0 days 00:01:16.281000
PIA,McLaren,74.0,HARD,74.0,2.0,0 days 00:01:16.356000
PIA,McLaren,75.0,HARD,75.0,2.0,0 days 00:01:16.644000
PIA,McLaren,76.0,HARD,76.0,2.0,0 days 00:01:16.590000
PIA,McLaren,77.0,HARD,77.0,2.0,0 days 00:01:16.734000
PIA,McLaren,78.0,HARD,78.0,2.0,0 days 00:01:17.126000
SAI,Ferrari,1.0,MEDIUM,1.0,1.0,0 days 00:41:02.721000
SAI,Ferrari,3.0,HARD,2.0,2.0,0 days 00:01:25.012000
SAI,Ferrari,4.0,HARD,3.0,2.0,0 days 00:01:22.358000
SAI,Ferrari,5.0,HARD,4.0,2.0,0 days 00:01:21.978000
SAI,Ferrari,6.0,HARD,5.0,2.0,0 days 00:01:21.163000
SAI,Ferrari,7.0,HARD,6.0,2.0,0 days 00:01:21.466000
SAI,Ferrari,8.0,HARD,7.0,2.0,0 days 00:01:20.272000
SAI,Ferrari,9.0,HARD,8.0,2.0,0 days 00:01:20.525000
SAI,Ferrari,10.0,HARD,9.0,2.0,0 days 00:01:21.259000
SAI,Ferrari,11.0,HARD,10.0,2.0,0 days 00:01:20.246000
SAI,Ferrari,12.0,HARD,11.0,2.0,0 days 00:01:19.974000
SAI,Ferrari,13.0,HARD,12.0,2.0,0 days 00:01:20.017000
SAI,Ferrari,14.0,HARD,13.0,2.0,0 days 00:01:19.480000
SAI,Ferrari,15.0,HARD,14.0,2.0,0 days 00:01:19.543000
SAI,Ferrari,16.0,HARD,15.0,2.0,0 days 00:01:20.579000
SAI,Ferrari,17.0,HARD,16.0,2.0,0 days 00:01:20.076000
SAI,Ferrari,18.0,HARD,17.0,2.0,0 days 00:01:19.177000
SAI,Ferrari,19.0,HARD,18.0,2.0,0 days 00:01:19.445000
SAI,Ferrari,20.0,HARD,19.0,2.0,0 days 00:01:19.403000
SAI,Ferrari,21.0,HARD,20.0,2.0,0 days 00:01:18.917000
SAI,Ferrari,22.0,HARD,21.0,2.0,0 days 00:01:18.889000
SAI,Ferrari,23.0,HARD,22.0,2.0,0 days 00:01:18.993000
SAI,Ferrari,24.0,HARD,23.0,2.0,0 days 00:01:18.568000
SAI,Ferrari,25.0,HARD,24.0,2.0,0 days 00:01:18.537000
SAI,Ferrari,26.0,HARD,25.0,2.0,0 days 00:01:18.088000
SAI,Ferrari,27.0,HARD,26.0,2.0,0 days 00:01:19.490000
SAI,Ferrari,28.0,HARD,27.0,2.0,0 days 00:01:19.281000
SAI,Ferrari,29.0,HARD,28.0,2.0,0 days 00:01:18.697000
SAI,Ferrari,30.0,HARD,29.0,2.0,0 days 00:01:17.326000
SAI,Ferrari,31.0,HARD,30.0,2.0,0 days 00:01:19.784000
SAI,Ferrari,32.0,HARD,31.0,2.0,0 days 00:01:20.136000
SAI,Ferrari,33.0,HARD,32.0,2.0,0 days 00:01:18.778000
SAI,Ferrari,34.0,HARD,33.0,2.0,0 days 00:01:19.013000
SAI,Ferrari,35.0,HARD,34.0,2.0,0 days 00:01:18.465000
SAI,Ferrari,36.0,HARD,35.0,2.0,0 days 00:01:19.275000
SAI,Ferrari,37.0,HARD,36.0,2.0,0 days 00:01:17.577000
SAI,Ferrari,38.0,HARD,37.0,2.0,0 days 00:01:18.412000
SAI,Ferrari,39.0,HARD,38.0,2.0,0 days 00:01:18.310000
SAI,Ferrari,40.0,HARD,39.0,2.0,0 days 00:01:18.653000
SAI,Ferrari,41.0,HARD,40.0,2.0,0 days 00:01:18.714000
SAI,Ferrari,42.0,HARD,41.0,2.0,0 days 00:01:19.171000
SAI,Ferrari,43.0,HARD,42.0,2.0,0 days 00:01:19.594000
SAI,Ferrari,44.0,HARD,43.0,2.0,0 days 00:01:18.762000
SAI,Ferrari,45.0,HARD,44.0,2.0,0 days 00:01:17.885000
SAI,Ferrari,46.0,HARD,45.0,2.0,0 days 00:01:18.731000
SAI,Ferrari,47.0,HARD,46.0,2.0,0 days 00:01:18.141000
SAI,Ferrari,48.0,HARD,47.0,2.0,0 days 00:01:17.894000
SAI,Ferrari,49.0,HARD,48.0,2.0,0 days 00:01:18.259000
SAI,Ferrari,50.0,HARD,49.0,2.0,0 days 00:01:18.545000
SAI,Ferrari,51.0,HARD,50.0,2.0,0 days 00:01:17.528000
SAI,Ferrari,52.0,HARD,51.0,2.0,0 days 00:01:18.094000
SAI,Ferrari,53.0,HARD,52.0,2.0,0 days 00:01:17.759000
SAI,Ferrari,54.0,HARD,53.0,2.0,0 days 00:01:17.742000
SAI,Ferrari,55.0,HARD,54.0,2.0,0 days 00:01:18.661000
SAI,Ferrari,56.0,HARD,55.0,2.0,0 days 00:01:18.119000
SAI,Ferrari,57.0,HARD,56.0,2.0,0 days 00:01:17.599000
SAI,Ferrari,58.0,HARD,57.0,2.0,0 days 00:01:17.501000
SAI,Ferrari,59.0,HARD,58.0,2.0,0 days 00:01:17.134000
SAI,Ferrari,60.0,HARD,59.0,2.0,0 days 00:01:15.159000
SAI,Ferrari,61.0,HARD,60.0,2.0,0 days 00:01:19.046000
SAI,Ferrari,62.0,HARD,61.0,2.0,0 days 00:01:14.726000
SAI,Ferrari,63.0,HARD,62.0,2.0,0 days 00:01:18.207000
SAI,Ferrari,64.0,HARD,63.0,2.0,0 days 00:01:14.813000
SAI,Ferrari,65.0,HARD,64.0,2.0,0 days 00:01:18.137000
SAI,Ferrari,66.0,HARD,65.0,2.0,0 days 00:01:15.409000
SAI,Ferrari,67.0,HARD,66.0,2.0,0 days 00:01:16.847000
SAI,Ferrari,68.0,HARD,67.0,2.0,0 days 00:01:15.595000
SAI,Ferrari,69.0,HARD,68.0,2.0,0 days 00:01:16.218000
SAI,Ferrari,70.0,HARD,69.0,2.0,0 days 00:01:17.117000
SAI,Ferrari,71.0,HARD,70.0,2.0,0 days 00:01:17.214000
SAI,Ferrari,72.0,HARD,71.0,2.0,0 days 00:01:16.785000
SAI,Ferrari,73.0,HARD,72.0,2.0,0 days 00:01:16.417000
SAI,Ferrari,74.0,HARD,73.0,2.0,0 days 00:01:16.063000
SAI,Ferrari,75.0,HARD,74.0,2.0,0 days 00:01:16.905000
SAI,Ferrari,76.0,HARD,75.0,2.0,0 days 00:01:16.328000
SAI,Ferrari,77.0,HARD,76.0,2.0,0 days 00:01:16.701000
SAI,Ferrari,78.0,HARD,77.0,2.0,0 days 00:01:17.072000
NOR,McLaren,1.0,MEDIUM,2.0,1.0,0 days 00:41:08.042000
NOR,McLaren,3.0,HARD,3.0,2.0,0 days 00:01:25.283000
NOR,McLaren,4.0,HARD,4.0,2.0,0 days 00:01:22.782000
NOR,McLaren,5.0,HARD,5.0,2.0,0 days 00:01:22.147000
NOR,McLaren,6.0,HARD,6.0,2.0,0 days 00:01:21.804000
NOR,McLaren,7.0,HARD,7.0,2.0,0 days 00:01:20.828000
NOR,McLaren,8.0,HARD,8.0,2.0,0 days 00:01:20.820000
NOR,McLaren,9.0,HARD,9.0,2.0,0 days 00:01:20.397000
NOR,McLaren,10.0,HARD,10.0,2.0,0 days 00:01:20.972000
NOR,McLaren,11.0,HARD,11.0,2.0,0 days 00:01:20.870000
NOR,McLaren,12.0,HARD,12.0,2.0,0 days 00:01:19.933000
NOR,McLaren,13.0,HARD,13.0,2.0,0 days 00:01:19.820000
NOR,McLaren,14.0,HARD,14.0,2.0,0 days 00:01:19.385000
NOR,McLaren,15.0,HARD,15.0,2.0,0 days 00:01:19.775000
NOR,McLaren,16.0,HARD,16.0,2.0,0 days 00:01:19.637000
NOR,McLaren,17.0,HARD,17.0,2.0,0 days 00:01:20.337000
NOR,McLaren,18.0,HARD,18.0,2.0,0 days 00:01:19.398000
NOR,McLaren,19.0,HARD,19.0,2.0,0 days 00:01:19.280000
NOR,McLaren,20.0,HARD,20.0,2.0,0 days 00:01:19.043000
NOR,McLaren,21.0,HARD,21.0,2.0,0 days 00:01:18.983000
NOR,McLaren,22.0,HARD,22.0,2.0,0 days 00:01:18.981000
NOR,McLaren,23.0,HARD,23.0,2.0,0 days 00:01:19.194000
NOR,McLaren,24.0,HARD,24.0,2.0,0 days 00:01:18.699000
NOR,McLaren,25.0,HARD,25.0,2.0,0 days 00:01:18.640000
NOR,McLaren,26.0,HARD,26.0,2.0,0 days 00:01:18.396000
NOR,McLaren,27.0,HARD,27.0,2.0,0 days 00:01:18.720000
NOR,McLaren,28.0,HARD,28.0,2.0,0 days 00:01:19.238000
NOR,McLaren,29.0,HARD,29.0,2.0,0 days 00:01:18.766000
NOR,McLaren,30.0,HARD,30.0,2.0,0 days 00:01:18.403000
NOR,McLaren,31.0,HARD,31.0,2.0,0 days 00:01:18.780000
NOR,McLaren,32.0,HARD,32.0,2.0,0 days 00:01:19.538000
NOR,McLaren,33.0,HARD,33.0,2.0,0 days 00:01:19.233000
NOR,McLaren,34.0,HARD,34.0,2.0,0 days 00:01:19.243000
NOR,McLaren,35.0,HARD,35.0,2.0,0 days 00:01:18.714000
NOR,McLaren,36.0,HARD,36.0,2.0,0 days 00:01:18.582000
NOR,McLaren,37.0,HARD,37.0,2.0,0 days 00:01:17.958000
NOR,McLaren,38.0,HARD,38.0,2.0,0 days 00:01:17.994000
NOR,McLaren,39.0,HARD,39.0,2.0,0 days 00:01:18.303000
NOR,McLaren,40.0,HARD,40.0,2.0,0 days 00:01:18.824000
NOR,McLaren,41.0,HARD,41.0,2.0,0 days 00:01:18.519000
NOR,McLaren,42.0,HARD,42.0,2.0,0 days 00:01:19.436000
NOR,McLaren,43.0,HARD,43.0,2.0,0 days 00:01:19.796000
NOR,McLaren,44.0,HARD,44.0,2.0,0 days 00:01:18.906000
NOR,McLaren,45.0,HARD,45.0,2.0,0 days 00:01:17.897000
NOR,McLaren,46.0,HARD,46.0,2.0,0 days 00:01:18.215000
NOR,McLaren,47.0,HARD,47.0,2.0,0 days 00:01:18.141000
NOR,McLaren,48.0,HARD,48.0,2.0,0 days 00:01:17.975000
NOR,McLaren,49.0,HARD,49.0,2.0,0 days 00:01:18.177000
NOR,McLaren,50.0,HARD,50.0,2.0,0 days 00:01:18.218000
NOR,McLaren,51.0,HARD,51.0,2.0,0 days 00:01:17.772000
NOR,McLaren,52.0,HARD,52.0,2.0,0 days 00:01:18.223000
NOR,McLaren,53.0,HARD,53.0,2.0,0 days 00:01:17.570000
NOR,McLaren,54.0,HARD,54.0,2.0,0 days 00:01:17.838000
NOR,McLaren,55.0,HARD,55.0,2.0,0 days 00:01:18.382000
NOR,McLaren,56.0,HARD,56.0,2.0,0 days 00:01:18.155000
NOR,McLaren,57.0,HARD,57.0,2.0,0 days 00:01:17.815000
NOR,McLaren,58.0,HARD,58.0,2.0,0 days 00:01:17.395000
NOR,McLaren,59.0,HARD,59.0,2.0,0 days 00:01:17.122000
NOR,McLaren,60.0,HARD,60.0,2.0,0 days 00:01:16.695000
NOR,McLaren,61.0,HARD,61.0,2.0,0 days 00:01:17.614000
NOR,McLaren,62.0,HARD,62.0,2.0,0 days 00:01:16.026000
NOR,McLaren,63.0,HARD,63.0,2.0,0 days 00:01:16.876000
NOR,McLaren,64.0,HARD,64.0,2.0,0 days 00:01:15.742000
NOR,McLaren,65.0,HARD,65.0,2.0,0 days 00:01:17.143000
NOR,McLaren,66.0,HARD,66.0,2.0,0 days 00:01:16.214000
NOR,McLaren,67.0,HARD,67.0,2.0,0 days 00:01:16.115000
NOR,McLaren,68.0,HARD,68.0,2.0,0 days 00:01:16.172000
NOR,McLaren,69.0,HARD,69.0,2.0,0 days 00:01:16.314000
NOR,McLaren,70.0,HARD,70.0,2.0,0 days 00:01:17.213000
NOR,McLaren,71.0,HARD,71.0,2.0,0 days 00:01:16.609000
NOR,McLaren,72.0,HARD,72.0,2.0,0 days 00:01:16.801000
NOR,McLaren,73.0,HARD,73.0,2.0,0 days 00:01:16.285000
NOR,McLaren,74.0,HARD,74.0,2.0,0 days 00:01:16.429000
NOR,McLaren,75.0,HARD,75.0,2.0,0 days 00:01:16.517000
NOR,McLaren,76.0,HARD,76.0,2.0,0 days 00:01:16.671000
NOR,McLaren,77.0,HARD,77.0,2.0,0 days 00:01:16.512000
NOR,McLaren,78.0,HARD,78.0,2.0,0 days 00:01:17.296000
RUS,Mercedes,1.0,HARD,1.0,1.0,0 days 00:41:13.884000
RUS,Mercedes,3.0,MEDIUM,2.0,2.0,0 days 00:01:25.319000
RUS,Mercedes,4.0,MEDIUM,3.0,2.0,0 days 00:01:22.868000
RUS,Mercedes,5.0,MEDIUM,4.0,2.0,0 days 00:01:23.045000
RUS,Mercedes,6.0,MEDIUM,5.0,2.0,0 days 00:01:23.012000
RUS,Mercedes,7.0,MEDIUM,6.0,2.0,0 days 00:01:21.415000
RUS,Mercedes,8.0,MEDIUM,7.0,2.0,0 days 00:01:21.612000
RUS,Mercedes,9.0,MEDIUM,8.0,2.0,0 days 00:01:21.433000
RUS,Mercedes,10.0,MEDIUM,9.0,2.0,0 days 00:01:21.531000
RUS,Mercedes,11.0,MEDIUM,10.0,2.0,0 days 00:01:21.452000
RUS,Mercedes,12.0,MEDIUM,11.0,2.0,0 days 00:01:20.316000
RUS,Mercedes,13.0,MEDIUM,12.0,2.0,0 days 00:01:20.525000
RUS,Mercedes,14.0,MEDIUM,13.0,2.0,0 days 00:01:20.272000
RUS,Mercedes,15.0,MEDIUM,14.0,2.0,0 days 00:01:20.202000
RUS,Mercedes,16.0,MEDIUM,15.0,2.0,0 days 00:01:19.913000
RUS,Mercedes,17.0,MEDIUM,16.0,2.0,0 days 00:01:20.150000
RUS,Mercedes,18.0,MEDIUM,17.0,2.0,0 days 00:01:19.438000
RUS,Mercedes,19.0,MEDIUM,18.0,2.0,0 days 00:01:20.157000
RUS,Mercedes,20.0,MEDIUM,19.0,2.0,0 days 00:01:20.053000
RUS,Mercedes,21.0,MEDIUM,20.0,2.0,0 days 00:01:19.788000
RUS,Mercedes,22.0,MEDIUM,21.0,2.0,0 days 00:01:19.691000
RUS,Mercedes,23.0,MEDIUM,22.0,2.0,0 days 00:01:19.397000
RUS,Mercedes,24.0,MEDIUM,23.0,2.0,0 days 00:01:19.484000
RUS,Mercedes,25.0,MEDIUM,24.0,2.0,0 days 00:01:18.651000
RUS,Mercedes,26.0,MEDIUM,25.0,2.0,0 days 00:01:19.006000
RUS,Mercedes,27.0,MEDIUM,26.0,2.0,0 days 00:01:18.927000
RUS,Mercedes,28.0,MEDIUM,27.0,2.0,0 days 00:01:18.679000
RUS,Mercedes,29.0,MEDIUM,28.0,2.0,0 days 00:01:18.624000
RUS,Mercedes,30.0,MEDIUM,29.0,2.0,0 days 00:01:18.811000
RUS,Mercedes,31.0,MEDIUM,30.0,2.0,0 days 00:01:19.101000
RUS,Mercedes,32.0,MEDIUM,31.0,2.0,0 days 00:01:19.122000
RUS,Mercedes,33.0,MEDIUM,32.0,2.0,0 days 00:01:18.910000
RUS,Mercedes,34.0,MEDIUM,33.0,2.0,0 days 00:01:19.379000
RUS,Mercedes,35.0,MEDIUM,34.0,2.0,0 days 00:01:20.448000
RUS,Mercedes,36.0,MEDIUM,35.0,2.0,0 days 00:01:19.728000
RUS,Mercedes,37.0,MEDIUM,36.0,2.0,0 days 00:01:18.757000
RUS,Mercedes,38.0,MEDIUM,37.0,2.0,0 days 00:01:18.446000
RUS,Mercedes,39.0,MEDIUM,38.0,2.0,0 days 00:01:18.450000
RUS,Mercedes,40.0,MEDIUM,39.0,2.0,0 days 00:01:18.139000
RUS,Mercedes,41.0,MEDIUM,40.0,2.0,0 days 00:01:18.308000
RUS,Mercedes,42.0,MEDIUM,41.0,2.0,0 days 00:01:18.204000
RUS,Mercedes,43.0,MEDIUM,42.0,2.0,0 days 00:01:18.684000
RUS,Mercedes,44.0,MEDIUM,43.0,2.0,0 days 00:01:18.177000
RUS,Mercedes,45.0,MEDIUM,44.0,2.0,0 days 00:01:18.449000
RUS,Mercedes,46.0,MEDIUM,45.0,2.0,0 days 00:01:18.387000
RUS,Mercedes,47.0,MEDIUM,46.0,2.0,0 days 00:01:18.314000
RUS,Mercedes,48.0,MEDIUM,47.0,2.0,0 days 00:01:18.702000
RUS,Mercedes,49.0,MEDIUM,48.0,2.0,0 days 00:01:18.985000
RUS,Mercedes,50.0,MEDIUM,49.0,2.0,0 days 00:01:18.447000
RUS,Mercedes,51.0,MEDIUM,50.0,2.0,0 days 00:01:18.049000
