Driver,Team,LapNumber,LapTime,Compound,TyreLife,Stint,Position,LapTimeSeconds,Season,GrandPrix
VER,Red Bull Racing,1.0,0 days 00:01:45.537000,MEDIUM,1.0,1.0,5.0,105.537,2023,United States
VER,Red Bull Racing,2.0,0 days 00:01:43.009000,MEDIUM,2.0,1.0,5.0,103.009,2023,United States
VER,Red Bull Racing,3.0,0 days 00:01:42.700000,MEDIUM,3.0,1.0,5.0,102.7,2023,United States
VER,Red Bull Racing,4.0,0 days 00:01:42.623000,MEDIUM,4.0,1.0,5.0,102.623,2023,United States
VER,Red Bull Racing,5.0,0 days 00:01:42.151000,MEDIUM,5.0,1.0,4.0,102.151,2023,United States
VER,Red Bull Racing,6.0,0 days 00:01:42.857000,MEDIUM,6.0,1.0,4.0,102.857,2023,United States
VER,Red Bull Racing,7.0,0 days 00:01:42.817000,MEDIUM,7.0,1.0,4.0,102.817,2023,United States
VER,Red Bull Racing,8.0,0 days 00:01:42.598000,MEDIUM,8.0,1.0,4.0,102.598,2023,United States
VER,Red Bull Racing,9.0,0 days 00:01:42.969000,MEDIUM,9.0,1.0,4.0,102.969,2023,United States
VER,Red Bull Racing,10.0,0 days 00:01:42.741000,MEDIUM,10.0,1.0,4.0,102.741,2023,United States
VER,Red Bull Racing,11.0,0 days 00:01:43.147000,MEDIUM,11.0,1.0,3.0,103.147,2023,United States
VER,Red Bull Racing,12.0,0 days 00:01:42.515000,MEDIUM,12.0,1.0,3.0,102.515,2023,United States
VER,Red Bull Racing,13.0,0 days 00:01:42.569000,MEDIUM,13.0,1.0,3.0,102.569,2023,United States
VER,Red Bull Racing,14.0,0 days 00:01:42.334000,MEDIUM,14.0,1.0,3.0,102.334,2023,United States
VER,Red Bull Racing,15.0,0 days 00:01:42.654000,MEDIUM,15.0,1.0,3.0,102.654,2023,United States
VER,Red Bull Racing,16.0,0 days 00:01:42.571000,MEDIUM,16.0,1.0,3.0,102.571,2023,United States
VER,Red Bull Racing,17.0,0 days 00:02:00.701000,MEDIUM,1.0,2.0,9.0,120.701,2023,United States
VER,Red Bull Racing,18.0,0 days 00:01:40.989000,MEDIUM,2.0,2.0,6.0,100.989,2023,United States
VER,Red Bull Racing,19.0,0 days 00:01:40.809000,MEDIUM,3.0,2.0,5.0,100.809,2023,United States
VER,Red Bull Racing,20.0,0 days 00:01:40.883000,MEDIUM,4.0,2.0,5.0,100.883,2023,United States
VER,Red Bull Racing,21.0,0 days 00:01:40.980000,MEDIUM,5.0,2.0,4.0,100.98,2023,United States
VER,Red Bull Racing,22.0,0 days 00:01:41.129000,MEDIUM,6.0,2.0,3.0,101.129,2023,United States
VER,Red Bull Racing,23.0,0 days 00:01:40.921000,MEDIUM,7.0,2.0,3.0,100.921,2023,United States
VER,Red Bull Racing,24.0,0 days 00:01:41.203000,MEDIUM,8.0,2.0,2.0,101.203,2023,United States
VER,Red Bull Racing,25.0,0 days 00:01:41.268000,MEDIUM,9.0,2.0,2.0,101.268,2023,United States
VER,Red Bull Racing,26.0,0 days 00:01:41.857000,MEDIUM,10.0,2.0,2.0,101.857,2023,United States
VER,Red Bull Racing,27.0,0 days 00:01:41.795000,MEDIUM,11.0,2.0,2.0,101.795,2023,United States
VER,Red Bull Racing,28.0,0 days 00:01:41.574000,MEDIUM,12.0,2.0,1.0,101.574,2023,United States
VER,Red Bull Racing,29.0,0 days 00:01:41.592000,MEDIUM,13.0,2.0,1.0,101.592,2023,United States
VER,Red Bull Racing,30.0,0 days 00:01:41.658000,MEDIUM,14.0,2.0,1.0,101.658,2023,United States
VER,Red Bull Racing,31.0,0 days 00:01:41.337000,MEDIUM,15.0,2.0,1.0,101.337,2023,United States
VER,Red Bull Racing,32.0,0 days 00:01:41.576000,MEDIUM,16.0,2.0,1.0,101.576,2023,United States
VER,Red Bull Racing,33.0,0 days 00:01:41.507000,MEDIUM,17.0,2.0,1.0,101.507,2023,United States
VER,Red Bull Racing,34.0,0 days 00:01:41.581000,MEDIUM,18.0,2.0,1.0,101.581,2023,United States
VER,Red Bull Racing,35.0,0 days 00:01:41.777000,MEDIUM,19.0,2.0,1.0,101.777,2023,United States
VER,Red Bull Racing,36.0,0 days 00:02:02.166000,HARD,1.0,3.0,4.0,122.166,2023,United States
VER,Red Bull Racing,37.0,0 days 00:01:40.763000,HARD,2.0,3.0,4.0,100.763,2023,United States
VER,Red Bull Racing,38.0,0 days 00:01:40.439000,HARD,3.0,3.0,3.0,100.439,2023,United States
VER,Red Bull Racing,39.0,0 days 00:01:40.124000,HARD,4.0,3.0,1.0,100.124,2023,United States
VER,Red Bull Racing,40.0,0 days 00:01:40.028000,HARD,5.0,3.0,1.0,100.028,2023,United States
VER,Red Bull Racing,41.0,0 days 00:01:40.449000,HARD,6.0,3.0,1.0,100.449,2023,United States
VER,Red Bull Racing,42.0,0 days 00:01:40.349000,HARD,7.0,3.0,1.0,100.349,2023,United States
