Driver,Team,LapNumber,LapTime,Compound,TyreLife,Stint,Position,LapTimeSeconds,Season,GrandPrix
VER,Red Bull Racing,1.0,0 days 00:01:49.827000,HARD,1.0,1.0,10.0,109.827,2023,Singapore
VER,Red Bull Racing,2.0,0 days 00:01:41.596000,HARD,2.0,1.0,9.0,101.596,2023,Singapore
VER,Red Bull Racing,3.0,0 days 00:01:41.510000,HARD,3.0,1.0,9.0,101.51,2023,Singapore
VER,Red Bull Racing,4.0,0 days 00:01:41.143000,HARD,4.0,1.0,9.0,101.143,2023,Singapore
VER,Red Bull Racing,5.0,0 days 00:01:41.308000,HARD,5.0,1.0,9.0,101.308,2023,Singapore
VER,Red Bull Racing,6.0,0 days 00:01:41.313000,HARD,6.0,1.0,8.0,101.313,2023,Singapore
VER,Red Bull Racing,7.0,0 days 00:01:40.423000,HARD,7.0,1.0,8.0,100.423,2023,Singapore
VER,Red Bull Racing,8.0,0 days 00:01:40.177000,HARD,8.0,1.0,8.0,100.177,2023,Singapore
VER,Red Bull Racing,9.0,0 days 00:01:40.264000,HARD,9.0,1.0,8.0,100.264,2023,Singapore
VER,Red Bull Racing,10.0,0 days 00:01:40.408000,HARD,10.0,1.0,8.0,100.408,2023,Singapore
VER,Red Bull Racing,11.0,0 days 00:01:40.423000,HARD,11.0,1.0,8.0,100.423,2023,Singapore
VER,Red Bull Racing,12.0,0 days 00:01:40.602000,HARD,12.0,1.0,8.0,100.602,2023,Singapore
VER,Red Bull Racing,13.0,0 days 00:01:40.693000,HARD,13.0,1.0,8.0,100.693,2023,Singapore
VER,Red Bull Racing,14.0,0 days 00:01:40.633000,HARD,14.0,1.0,8.0,100.633,2023,Singapore
VER,Red Bull Racing,15.0,0 days 00:01:40.206000,HARD,15.0,1.0,8.0,100.206,2023,Singapore
VER,Red Bull Racing,16.0,0 days 00:01:40.390000,HARD,16.0,1.0,8.0,100.39,2023,Singapore
VER,Red Bull Racing,17.0,0 days 00:01:40.481000,HARD,17.0,1.0,8.0,100.481,2023,Singapore
VER,Red Bull Racing,18.0,0 days 00:01:40.464000,HARD,18.0,1.0,8.0,100.464,2023,Singapore
VER,Red Bull Racing,19.0,0 days 00:01:40.746000,HARD,19.0,1.0,8.0,100.746,2023,Singapore
