Driver,Team,LapNumber,LapTime,Compound,TyreLife,Stint,Position,LapTimeSeconds
VER,Red Bull Racing,61.0,0 days 00:01:15.121000,HARD,10.0,3.0,6.0,75.121
VER,Red Bull Racing,62.0,0 days 00:01:16.561000,HARD,11.0,3.0,6.0,76.561
VER,Red Bull Racing,63.0,0 days 00:01:16.547000,HARD,12.0,3.0,6.0,76.547
VER,Red Bull Racing,64.0,0 days 00:01:16.619000,HARD,13.0,3.0,6.0,76.619
VER,Red Bull Racing,65.0,0 days 00:01:15.468000,HARD,14.0,3.0,6.0,75.468
VER,Red Bull Racing,66.0,0 days 00:01:16.121000,HARD,15.0,3.0,6.0,76.121
VER,Red Bull Racing,67.0,0 days 00:01:16.276000,HARD,16.0,3.0,6.0,76.276
VER,Red Bull Racing,68.0,0 days 00:01:15.954000,HARD,17.0,3.0,6.0,75.954
VER,Red Bull Racing,69.0,0 days 00:01:15.463000,HARD,18.0,3.0,6.0,75.463
VER,Red Bull Racing,70.0,0 days 00:01:15.449000,HARD,19.0,3.0,6.0,75.449
VER,Red Bull Racing,71.0,0 days 00:01:15.659000,HARD,20.0,3.0,6.0,75.659
VER,Red Bull Racing,72.0,0 days 00:01:15.733000,HARD,21.0,3.0,6.0,75.733
VER,Red Bull Racing,73.0,0 days 00:01:15.436000,HARD,22.0,3.0,6.0,75.436
VER,Red Bull Racing,74.0,0 days 00:01:15.380000,HARD,23.0,3.0,6.0,75.38
VER,Red Bull Racing,75.0,0 days 00:01:15.396000,HARD,24.0,3.0,6.0,75.396
VER,Red Bull Racing,76.0,0 days 00:01:15.641000,HARD,25.0,3.0,6.0,75.641
VER,Red Bull Racing,77.0,0 days 00:01:15.543000,HARD,26.0,3.0,6.0,75.543
VER,Red Bull Racing,78.0,0 days 00:01:16.248000,HARD,27.0,3.0,6.0,76.248
HAM,Mercedes,1.0,0 days 00:41:23.804000,HARD,1.0,1.0,7.0,2483.804
HAM,Mercedes,3.0,0 days 00:01:27.058000,MEDIUM,2.0,2.0,7.0,87.058
HAM,Mercedes,4.0,0 days 00:01:23.376000,MEDIUM,3.0,2.0,7.0,83.376
HAM,Mercedes,5.0,0 days 00:01:23.640000,MEDIUM,4.0,2.0,7.0,83.64
HAM,Mercedes,6.0,0 days 00:01:23.369000,MEDIUM,5.0,2.0,7.0,83.369
HAM,Mercedes,7.0,0 days 00:01:21.463000,MEDIUM,6.0,2.0,7.0,81.463
HAM,Mercedes,8.0,0 days 00:01:21.612000,MEDIUM,7.0,2.0,7.0,81.612
HAM,Mercedes,9.0,0 days 00:01:21.851000,MEDIUM,8.0,2.0,7.0,81.851
HAM,Mercedes,10.0,0 days 00:01:21.437000,MEDIUM,9.0,2.0,7.0,81.437
HAM,Mercedes,11.0,0 days 00:01:21.325000,MEDIUM,10.0,2.0,7.0,81.325
HAM,Mercedes,12.0,0 days 00:01:21.164000,MEDIUM,11.0,2.0,7.0,81.164
HAM,Mercedes,13.0,0 days 00:01:20.171000,MEDIUM,12.0,2.0,7.0,80.171
HAM,Mercedes,14.0,0 days 00:01:20.126000,MEDIUM,13.0,2.0,7.0,80.126
HAM,Mercedes,15.0,0 days 00:01:19.971000,MEDIUM,14.0,2.0,7.0,79.971
HAM,Mercedes,16.0,0 days 00:01:20.384000,MEDIUM,15.0,2.0,7.0,80.384
HAM,Mercedes,17.0,0 days 00:01:19.738000,MEDIUM,16.0,2.0,7.0,79.738
HAM,Mercedes,18.0,0 days 00:01:20.037000,MEDIUM,17.0,2.0,7.0,80.037
HAM,Mercedes,19.0,0 days 00:01:19.874000,MEDIUM,18.0,2.0,7.0,79.874
HAM,Mercedes,20.0,0 days 00:01:20.504000,MEDIUM,19.0,2.0,7.0,80.504
HAM,Mercedes,21.0,0 days 00:01:19.760000,MEDIUM,20.0,2.0,7.0,79.76
HAM,Mercedes,22.0,0 days 00:01:20.590000,MEDIUM,21.0,2.0,7.0,80.59
HAM,Mercedes,23.0,0 days 00:01:19.089000,MEDIUM,22.0,2.0,7.0,79.089
HAM,Mercedes,24.0,0 days 00:01:18.785000,MEDIUM,23.0,2.0,7.0,78.785
HAM,Mercedes,25.0,0 days 00:01:19.342000,MEDIUM,24.0,2.0,7.0,79.342
HAM,Mercedes,26.0,0 days 00:01:19.862000,MEDIUM,25.0,2.0,7.0,79.862
HAM,Mercedes,27.0,0 days 00:01:18.549000,MEDIUM,26.0,2.0,7.0,78.549
HAM,Mercedes,28.0,0 days 00:01:18.587000,MEDIUM,27.0,2.0,7.0,78.587
HAM,Mercedes,29.0,0 days 00:01:18.940000,MEDIUM,28.0,2.0,7.0,78.94
HAM,Mercedes,30.0,0 days 00:01:18.371000,MEDIUM,29.0,2.0,7.0,78.371
HAM,Mercedes,31.0,0 days 00:01:18.471000,MEDIUM,30.0,2.0,7.0,78.471
HAM,Mercedes,32.0,0 days 00:01:18.618000,MEDIUM,31.0,2.0,7.0,78.618
HAM,Mercedes,33.0,0 days 00:01:18.746000,MEDIUM,32.0,2.0,7.0,78.746
HAM,Mercedes,34.0,0 days 00:01:18.860000,MEDIUM,33.0,2.0,7.0,78.86
HAM,Mercedes,35.0,0 days 00:01:19.518000,MEDIUM,34.0,2.0,7.0,79.518
HAM,Mercedes,36.0,0 days 00:01:20.648000,MEDIUM,35.0,2.0,7.0,80.648
HAM,Mercedes,37.0,0 days 00:01:18.605000,MEDIUM,36.0,2.0,7.0,78.605
HAM,Mercedes,38.0,0 days 00:01:20.514000,MEDIUM,37.0,2.0,7.0,80.514
HAM,Mercedes,39.0,0 days 00:01:18.943000,MEDIUM,38.0,2.0,7.0,78.943
HAM,Mercedes,40.0,0 days 00:01:18.673000,MEDIUM,39.0,2.0,7.0,78.673
HAM,Mercedes,41.0,0 days 00:01:18.946000,MEDIUM,40.0,2.0,7.0,78.946
HAM,Mercedes,42.0,0 days 00:01:17.542000,MEDIUM,41.0,2.0,7.0,77.542
HAM,Mercedes,43.0,0 days 00:01:17.867000,MEDIUM,42.0,2.0,7.0,77.867
HAM,Mercedes,44.0,0 days 00:01:18.225000,MEDIUM,43.0,2.0,7.0,78.225
HAM,Mercedes,45.0,0 days 00:01:18.156000,MEDIUM,44.0,2.0,7.0,78.156
HAM,Mercedes,46.0,0 days 00:01:18.104000,MEDIUM,45.0,2.0,7.0,78.104
HAM,Mercedes,47.0,0 days 00:01:18.331000,MEDIUM,46.0,2.0,7.0,78.331
HAM,Mercedes,48.0,0 days 00:01:17.831000,MEDIUM,47.0,2.0,7.0,77.831
HAM,Mercedes,49.0,0 days 00:01:17.398000,MEDIUM,48.0,2.0,7.0,77.398
HAM,Mercedes,50.0,0 days 00:01:18.461000,MEDIUM,49.0,2.0,7.0,78.461
HAM,Mercedes,51.0,0 days 00:01:35.209000,MEDIUM,50.0,2.0,7.0,95.209
HAM,Mercedes,52.0,0 days 00:01:19.702000,HARD,2.0,3.0,7.0,79.702
HAM,Mercedes,53.0,0 days 00:01:16.458000,HARD,3.0,3.0,7.0,76.458
HAM,Mercedes,54.0,0 days 00:01:16.388000,HARD,4.0,3.0,7.0,76.388
HAM,Mercedes,55.0,0 days 00:01:16.492000,HARD,5.0,3.0,7.0,76.492
HAM,Mercedes,56.0,0 days 00:01:14.423000,HARD,6.0,3.0,7.0,74.423
HAM,Mercedes,57.0,0 days 00:01:17.857000,HARD,7.0,3.0,7.0,77.857
HAM,Mercedes,58.0,0 days 00:01:16.855000,HARD,8.0,3.0,7.0,76.855
HAM,Mercedes,59.0,0 days 00:01:14.204000,HARD,9.0,3.0,7.0,74.204
HAM,Mercedes,60.0,0 days 00:01:15.848000,HARD,10.0,3.0,7.0,75.848
HAM,Mercedes,61.0,0 days 00:01:15.274000,HARD,11.0,3.0,7.0,75.274
HAM,Mercedes,62.0,0 days 00:01:15.414000,HARD,12.0,3.0,7.0,75.414
HAM,Mercedes,63.0,0 days 00:01:14.165000,HARD,13.0,3.0,7.0,74.165
HAM,Mercedes,64.0,0 days 00:01:16.164000,HARD,14.0,3.0,7.0,76.164
HAM,Mercedes,65.0,0 days 00:01:15.190000,HARD,15.0,3.0,7.0,75.19
HAM,Mercedes,66.0,0 days 00:01:15.342000,HARD,16.0,3.0,7.0,75.342
HAM,Mercedes,67.0,0 days 00:01:16.117000,HARD,17.0,3.0,7.0,76.117
HAM,Mercedes,68.0,0 days 00:01:15.836000,HARD,18.0,3.0,7.0,75.836
HAM,Mercedes,69.0,0 days 00:01:15.648000,HARD,19.0,3.0,7.0,75.648
HAM,Mercedes,70.0,0 days 00:01:15.638000,HARD,20.0,3.0,7.0,75.638
HAM,Mercedes,71.0,0 days 00:01:15.643000,HARD,21.0,3.0,7.0,75.643
HAM,Mercedes,72.0,0 days 00:01:15.468000,HARD,22.0,3.0,7.0,75.468
HAM,Mercedes,73.0,0 days 00:01:15.134000,HARD,23.0,3.0,7.0,75.134
HAM,Mercedes,74.0,0 days 00:01:15.324000,HARD,24.0,3.0,7.0,75.324
HAM,Mercedes,75.0,0 days 00:01:15.324000,HARD,25.0,3.0,7.0,75.324
HAM,Mercedes,76.0,0 days 00:01:15.245000,HARD,26.0,3.0,7.0,75.245
HAM,Mercedes,77.0,0 days 00:01:15.697000,HARD,27.0,3.0,7.0,75.697
HAM,Mercedes,78.0,0 days 00:01:16.355000,HARD,28.0,3.0,7.0,76.355
TSU,RB,1.0,0 days 00:41:28.609000,MEDIUM,1.0,1.0,8.0,2488.609
TSU,RB,2.0,0 days 00:02:28.277000,HARD,2.0,2.0,8.0,148.277
TSU,RB,3.0,0 days 00:01:27.563000,HARD,3.0,2.0,8.0,87.563
TSU,RB,4.0,0 days 00:01:23.327000,HARD,4.0,2.0,8.0,83.327
TSU,RB,5.0,0 days 00:01:23.493000,HARD,5.0,2.0,8.0,83.493
TSU,RB,6.0,0 days 00:01:23.224000,HARD,6.0,2.0,8.0,83.224
TSU,RB,7.0,0 days 00:01:21.826000,HARD,7.0,2.0,8.0,81.826
TSU,RB,8.0,0 days 00:01:21.651000,HARD,8.0,2.0,8.0,81.651
TSU,RB,9.0,0 days 00:01:21.896000,HARD,9.0,2.0,8.0,81.896
TSU,RB,10.0,0 days 00:01:21.591000,HARD,10.0,2.0,8.0,81.591
TSU,RB,11.0,0 days 00:01:21.289000,HARD,11.0,2.0,8.0,81.289
TSU,RB,12.0,0 days 00:01:21.089000,HARD,12.0,2.0,8.0,81.089
TSU,RB,13.0,0 days 00:01:20.682000,HARD,13.0,2.0,8.0,80.682
TSU,RB,14.0,0 days 00:01:21.249000,HARD,14.0,2.0,8.0,81.249
TSU,RB,15.0,0 days 00:01:20.099000,HARD,15.0,2.0,8.0,80.099
TSU,RB,16.0,0 days 00:01:20.847000,HARD,16.0,2.0,8.0,80.847
TSU,RB,17.0,0 days 00:01:20.335000,HARD,17.0,2.0,8.0,80.335
TSU,RB,18.0,0 days 00:01:20.612000,HARD,18.0,2.0,8.0,80.612
TSU,RB,19.0,0 days 00:01:20.770000,HARD,19.0,2.0,8.0,80.77
TSU,RB,20.0,0 days 00:01:19.991000,HARD,20.0,2.0,8.0,79.991
TSU,RB,21.0,0 days 00:01:20.557000,HARD,21.0,2.0,8.0,80.557
TSU,RB,22.0,0 days 00:01:20.875000,HARD,22.0,2.0,8.0,80.875
TSU,RB,23.0,0 days 00:01:20.450000,HARD,23.0,2.0,8.0,80.45
TSU,RB,24.0,0 days 00:01:20.386000,HARD,24.0,2.0,8.0,80.386
TSU,RB,25.0,0 days 00:01:20.329000,HARD,25.0,2.0,8.0,80.329
TSU,RB,26.0,0 days 00:01:20.448000,HARD,26.0,2.0,8.0,80.448
TSU,RB,27.0,0 days 00:01:20.286000,HARD,27.0,2.0,8.0,80.286
TSU,RB,28.0,0 days 00:01:20.184000,HARD,28.0,2.0,8.0,80.184
TSU,RB,29.0,0 days 00:01:19.837000,HARD,29.0,2.0,8.0,79.837
TSU,RB,30.0,0 days 00:01:20.495000,HARD,30.0,2.0,8.0,80.495
TSU,RB,31.0,0 days 00:01:20.190000,HARD,31.0,2.0,8.0,80.19
TSU,RB,32.0,0 days 00:01:21.023000,HARD,32.0,2.0,8.0,81.023
TSU,RB,33.0,0 days 00:01:20.749000,HARD,33.0,2.0,8.0,80.749
TSU,RB,34.0,0 days 00:01:19.153000,HARD,34.0,2.0,8.0,79.153
TSU,RB,35.0,0 days 00:01:18.973000,HARD,35.0,2.0,8.0,78.973
TSU,RB,36.0,0 days 00:01:19.472000,HARD,36.0,2.0,8.0,79.472
TSU,RB,37.0,0 days 00:01:20.071000,HARD,37.0,2.0,8.0,80.071
TSU,RB,38.0,0 days 00:01:20.117000,HARD,38.0,2.0,8.0,80.117
TSU,RB,39.0,0 days 00:01:19.855000,HARD,39.0,2.0,8.0,79.855
TSU,RB,40.0,0 days 00:01:19.745000,HARD,40.0,2.0,8.0,79.745
TSU,RB,41.0,0 days 00:01:20.772000,HARD,41.0,2.0,8.0,80.772
TSU,RB,42.0,0 days 00:01:20.320000,HARD,42.0,2.0,8.0,80.32
TSU,RB,43.0,0 days 00:01:20.135000,HARD,43.0,2.0,8.0,80.135
TSU,RB,44.0,0 days 00:01:20.394000,HARD,44.0,2.0,8.0,80.394
TSU,RB,45.0,0 days 00:01:20.144000,HARD,45.0,2.0,8.0,80.144
TSU,RB,46.0,0 days 00:01:20.294000,HARD,46.0,2.0,8.0,80.294
TSU,RB,47.0,0 days 00:01:20.426000,HARD,47.0,2.0,8.0,80.426
TSU,RB,48.0,0 days 00:01:20.543000,HARD,48.0,2.0,8.0,80.543
TSU,RB,49.0,0 days 00:01:20.109000,HARD,49.0,2.0,8.0,80.109
TSU,RB,50.0,0 days 00:01:19.553000,HARD,50.0,2.0,8.0,79.553
TSU,RB,51.0,0 days 00:01:18.640000,HARD,51.0,2.0,8.0,78.64
TSU,RB,52.0,0 days 00:01:20.114000,HARD,52.0,2.0,8.0,80.114
TSU,RB,53.0,0 days 00:01:19.854000,HARD,53.0,2.0,8.0,79.854
TSU,RB,54.0,0 days 00:01:25.770000,HARD,54.0,2.0,8.0,85.77
TSU,RB,55.0,0 days 00:01:19.781000,HARD,55.0,2.0,8.0,79.781
TSU,RB,56.0,0 days 00:01:18.502000,HARD,56.0,2.0,8.0,78.502
TSU,RB,57.0,0 days 00:01:18.499000,HARD,57.0,2.0,8.0,78.499
TSU,RB,58.0,0 days 00:01:18.737000,HARD,58.0,2.0,8.0,78.737
TSU,RB,59.0,0 days 00:01:18.035000,HARD,59.0,2.0,8.0,78.035
TSU,RB,60.0,0 days 00:01:19.659000,HARD,60.0,2.0,8.0,79.659
TSU,RB,61.0,0 days 00:01:20.298000,HARD,61.0,2.0,8.0,80.298
TSU,RB,62.0,0 days 00:01:19.375000,HARD,62.0,2.0,8.0,79.375
TSU,RB,63.0,0 days 00:01:23.218000,HARD,63.0,2.0,8.0,83.218
TSU,RB,64.0,0 days 00:01:17.631000,HARD,64.0,2.0,8.0,77.631
TSU,RB,65.0,0 days 00:01:17.019000,HARD,65.0,2.0,8.0,77.019
TSU,RB,66.0,0 days 00:01:18.197000,HARD,66.0,2.0,8.0,78.197
TSU,RB,67.0,0 days 00:01:18.148000,HARD,67.0,2.0,8.0,78.148
TSU,RB,68.0,0 days 00:01:18.209000,HARD,68.0,2.0,8.0,78.209
TSU,RB,69.0,0 days 00:01:20.032000,HARD,69.0,2.0,8.0,80.032
TSU,RB,70.0,0 days 00:01:19.347000,HARD,70.0,2.0,8.0,79.347
TSU,RB,71.0,0 days 00:01:18.258000,HARD,71.0,2.0,8.0,78.258
TSU,RB,72.0,0 days 00:01:17.079000,HARD,72.0,2.0,8.0,77.079
TSU,RB,73.0,0 days 00:01:15.955000,HARD,73.0,2.0,8.0,75.955
TSU,RB,74.0,0 days 00:01:15.462000,HARD,74.0,2.0,8.0,75.462
TSU,RB,75.0,0 days 00:01:14.992000,HARD,75.0,2.0,8.0,74.992
TSU,RB,76.0,0 days 00:01:15.205000,HARD,76.0,2.0,8.0,75.205
TSU,RB,77.0,0 days 00:01:14.720000,HARD,77.0,2.0,8.0,74.72
ALB,Williams,1.0,0 days 00:41:34.817000,MEDIUM,1.0,1.0,9.0,2494.817
ALB,Williams,2.0,0 days 00:02:22.255000,HARD,1.0,2.0,9.0,142.255
ALB,Williams,3.0,0 days 00:01:27.834000,HARD,2.0,2.0,9.0,87.834
ALB,Williams,4.0,0 days 00:01:23.286000,HARD,3.0,2.0,9.0,83.286
ALB,Williams,5.0,0 days 00:01:23.369000,HARD,4.0,2.0,9.0,83.369
ALB,Williams,6.0,0 days 00:01:23.416000,HARD,5.0,2.0,9.0,83.416
ALB,Williams,7.0,0 days 00:01:21.913000,HARD,6.0,2.0,9.0,81.913
ALB,Williams,8.0,0 days 00:01:21.536000,HARD,7.0,2.0,9.0,81.536
ALB,Williams,9.0,0 days 00:01:22.004000,HARD,8.0,2.0,9.0,82.004
ALB,Williams,10.0,0 days 00:01:21.562000,HARD,9.0,2.0,9.0,81.562
ALB,Williams,11.0,0 days 00:01:21.514000,HARD,10.0,2.0,9.0,81.514
ALB,Williams,12.0,0 days 00:01:20.821000,HARD,11.0,2.0,9.0,80.821
ALB,Williams,13.0,0 days 00:01:21.420000,HARD,12.0,2.0,9.0,81.42
ALB,Williams,14.0,0 days 00:01:20.591000,HARD,13.0,2.0,9.0,80.591
ALB,Williams,15.0,0 days 00:01:20.591000,HARD,14.0,2.0,9.0,80.591
ALB,Williams,16.0,0 days 00:01:20.793000,HARD,15.0,2.0,9.0,80.793
ALB,Williams,17.0,0 days 00:01:21.137000,HARD,16.0,2.0,9.0,81.137
ALB,Williams,18.0,0 days 00:01:20.042000,HARD,17.0,2.0,9.0,80.042
ALB,Williams,19.0,0 days 00:01:20.245000,HARD,18.0,2.0,9.0,80.245
ALB,Williams,20.0,0 days 00:01:20.360000,HARD,19.0,2.0,9.0,80.36
ALB,Williams,21.0,0 days 00:01:20.937000,HARD,20.0,2.0,9.0,80.937
ALB,Williams,22.0,0 days 00:01:20.542000,HARD,21.0,2.0,9.0,80.542
ALB,Williams,23.0,0 days 00:01:20.143000,HARD,22.0,2.0,9.0,80.143
ALB,Williams,24.0,0 days 00:01:20.517000,HARD,23.0,2.0,9.0,80.517
ALB,Williams,25.0,0 days 00:01:20.323000,HARD,24.0,2.0,9.0,80.323
ALB,Williams,26.0,0 days 00:01:20.463000,HARD,25.0,2.0,9.0,80.463
ALB,Williams,27.0,0 days 00:01:20.509000,HARD,26.0,2.0,9.0,80.509
ALB,Williams,28.0,0 days 00:01:19.510000,HARD,27.0,2.0,9.0,79.51
ALB,Williams,29.0,0 days 00:01:20.271000,HARD,28.0,2.0,9.0,80.271
ALB,Williams,30.0,0 days 00:01:21.439000,HARD,29.0,2.0,9.0,81.439
ALB,Williams,31.0,0 days 00:01:20.941000,HARD,30.0,2.0,9.0,80.941
ALB,Williams,32.0,0 days 00:01:20.148000,HARD,31.0,2.0,9.0,80.148
ALB,Williams,33.0,0 days 00:01:19.491000,HARD,32.0,2.0,9.0,79.491
ALB,Williams,34.0,0 days 00:01:19.134000,HARD,33.0,2.0,9.0,79.134
ALB,Williams,35.0,0 days 00:01:18.816000,HARD,34.0,2.0,9.0,78.816
ALB,Williams,36.0,0 days 00:01:21.628000,HARD,35.0,2.0,9.0,81.628
ALB,Williams,37.0,0 days 00:01:20.775000,HARD,36.0,2.0,9.0,80.775
ALB,Williams,38.0,0 days 00:01:20.314000,HARD,37.0,2.0,9.0,80.314
ALB,Williams,39.0,0 days 00:01:20.389000,HARD,38.0,2.0,9.0,80.389
ALB,Williams,40.0,0 days 00:01:19.812000,HARD,39.0,2.0,9.0,79.812
ALB,Williams,41.0,0 days 00:01:19.329000,HARD,40.0,2.0,9.0,79.329
ALB,Williams,42.0,0 days 00:01:20.084000,HARD,41.0,2.0,9.0,80.084
ALB,Williams,43.0,0 days 00:01:19.496000,HARD,42.0,2.0,9.0,79.496
ALB,Williams,44.0,0 days 00:01:19.683000,HARD,43.0,2.0,9.0,79.683
ALB,Williams,45.0,0 days 00:01:21.748000,HARD,44.0,2.0,9.0,81.748
ALB,Williams,46.0,0 days 00:01:20.594000,HARD,45.0,2.0,9.0,80.594
ALB,Williams,47.0,0 days 00:01:20.462000,HARD,46.0,2.0,9.0,80.462
ALB,Williams,48.0,0 days 00:01:19.321000,HARD,47.0,2.0,9.0,79.321
ALB,Williams,49.0,0 days 00:01:19.378000,HARD,48.0,2.0,9.0,79.378
ALB,Williams,50.0,0 days 00:01:19.268000,HARD,49.0,2.0,9.0,79.268
ALB,Williams,51.0,0 days 00:01:18.863000,HARD,50.0,2.0,9.0,78.863
ALB,Williams,52.0,0 days 00:01:21.554000,HARD,51.0,2.0,9.0,81.554
ALB,Williams,53.0,0 days 00:01:20.700000,HARD,52.0,2.0,9.0,80.7
ALB,Williams,54.0,0 days 00:01:23.647000,HARD,53.0,2.0,9.0,83.647
ALB,Williams,55.0,0 days 00:01:19.085000,HARD,54.0,2.0,9.0,79.085
ALB,Williams,56.0,0 days 00:01:18.796000,HARD,55.0,2.0,9.0,78.796
ALB,Williams,57.0,0 days 00:01:18.271000,HARD,56.0,2.0,9.0,78.271
ALB,Williams,58.0,0 days 00:01:18.690000,HARD,57.0,2.0,9.0,78.69
ALB,Williams,59.0,0 days 00:01:18.201000,HARD,58.0,2.0,9.0,78.201
ALB,Williams,60.0,0 days 00:01:19.533000,HARD,59.0,2.0,9.0,79.533
ALB,Williams,61.0,0 days 00:01:20.222000,HARD,60.0,2.0,9.0,80.222
ALB,Williams,62.0,0 days 00:01:19.506000,HARD,61.0,2.0,9.0,79.506
ALB,Williams,63.0,0 days 00:01:23.085000,HARD,62.0,2.0,9.0,83.085
ALB,Williams,64.0,0 days 00:01:17.911000,HARD,63.0,2.0,9.0,77.911
ALB,Williams,65.0,0 days 00:01:17.261000,HARD,64.0,2.0,9.0,77.261
ALB,Williams,66.0,0 days 00:01:18.003000,HARD,65.0,2.0,9.0,78.003
ALB,Williams,67.0,0 days 00:01:17.874000,HARD,66.0,2.0,9.0,77.874
ALB,Williams,68.0,0 days 00:01:18.385000,HARD,67.0,2.0,9.0,78.385
ALB,Williams,69.0,0 days 00:01:19.921000,HARD,68.0,2.0,9.0,79.921
ALB,Williams,70.0,0 days 00:01:19.370000,HARD,69.0,2.0,9.0,79.37
ALB,Williams,71.0,0 days 00:01:18.957000,HARD,70.0,2.0,9.0,78.957
ALB,Williams,72.0,0 days 00:01:18.165000,HARD,71.0,2.0,9.0,78.165
ALB,Williams,73.0,0 days 00:01:18.432000,HARD,72.0,2.0,9.0,78.432
ALB,Williams,74.0,0 days 00:01:18.014000,HARD,73.0,2.0,9.0,78.014
ALB,Williams,75.0,0 days 00:01:17.850000,HARD,74.0,2.0,9.0,77.85
ALB,Williams,76.0,0 days 00:01:17.279000,HARD,75.0,2.0,9.0,77.279
ALB,Williams,77.0,0 days 00:01:17.060000,HARD,76.0,2.0,9.0,77.06
GAS,Alpine,1.0,0 days 00:41:37.695000,HARD,1.0,1.0,10.0,2497.695
GAS,Alpine,2.0,0 days 00:02:19.618000,MEDIUM,1.0,2.0,10.0,139.618
GAS,Alpine,3.0,0 days 00:01:28.269000,MEDIUM,2.0,2.0,10.0,88.269
GAS,Alpine,4.0,0 days 00:01:23.269000,MEDIUM,3.0,2.0,10.0,83.269
GAS,Alpine,5.0,0 days 00:01:23.428000,MEDIUM,4.0,2.0,10.0,83.428
GAS,Alpine,6.0,0 days 00:01:23.106000,MEDIUM,5.0,2.0,10.0,83.106
GAS,Alpine,7.0,0 days 00:01:22.233000,MEDIUM,6.0,2.0,10.0,82.233
GAS,Alpine,8.0,0 days 00:01:21.600000,MEDIUM,7.0,2.0,10.0,81.6
GAS,Alpine,9.0,0 days 00:01:22.071000,MEDIUM,8.0,2.0,10.0,82.071
GAS,Alpine,10.0,0 days 00:01:21.394000,MEDIUM,9.0,2.0,10.0,81.394
GAS,Alpine,11.0,0 days 00:01:21.298000,MEDIUM,10.0,2.0,10.0,81.298
GAS,Alpine,12.0,0 days 00:01:21.289000,MEDIUM,11.0,2.0,10.0,81.289
GAS,Alpine,13.0,0 days 00:01:21.530000,MEDIUM,12.0,2.0,10.0,81.53
GAS,Alpine,14.0,0 days 00:01:19.920000,MEDIUM,13.0,2.0,10.0,79.92
GAS,Alpine,15.0,0 days 00:01:21.066000,MEDIUM,14.0,2.0,10.0,81.066
GAS,Alpine,16.0,0 days 00:01:21.054000,MEDIUM,15.0,2.0,10.0,81.054
GAS,Alpine,17.0,0 days 00:01:21.961000,MEDIUM,16.0,2.0,10.0,81.961
GAS,Alpine,18.0,0 days 00:01:20.797000,MEDIUM,17.0,2.0,10.0,80.797
GAS,Alpine,19.0,0 days 00:01:19.904000,MEDIUM,18.0,2.0,10.0,79.904
GAS,Alpine,20.0,0 days 00:01:20.255000,MEDIUM,19.0,2.0,10.0,80.255
GAS,Alpine,21.0,0 days 00:01:19.876000,MEDIUM,20.0,2.0,10.0,79.876
GAS,Alpine,22.0,0 days 00:01:20.554000,MEDIUM,21.0,2.0,10.0,80.554
GAS,Alpine,23.0,0 days 00:01:21.306000,MEDIUM,22.0,2.0,10.0,81.306
GAS,Alpine,24.0,0 days 00:01:20.949000,MEDIUM,23.0,2.0,10.0,80.949
GAS,Alpine,25.0,0 days 00:01:20.372000,MEDIUM,24.0,2.0,10.0,80.372
GAS,Alpine,26.0,0 days 00:01:20.593000,MEDIUM,25.0,2.0,10.0,80.593
GAS,Alpine,27.0,0 days 00:01:20.521000,MEDIUM,26.0,2.0,10.0,80.521
GAS,Alpine,28.0,0 days 00:01:20.229000,MEDIUM,27.0,2.0,10.0,80.229
GAS,Alpine,29.0,0 days 00:01:19.376000,MEDIUM,28.0,2.0,10.0,79.376
GAS,Alpine,30.0,0 days 00:01:21.764000,MEDIUM,29.0,2.0,10.0,81.764
GAS,Alpine,31.0,0 days 00:01:21.427000,MEDIUM,30.0,2.0,10.0,81.427
GAS,Alpine,32.0,0 days 00:01:21.121000,MEDIUM,31.0,2.0,10.0,81.121
GAS,Alpine,33.0,0 days 00:01:20.965000,MEDIUM,32.0,2.0,10.0,80.965
GAS,Alpine,34.0,0 days 00:01:20.751000,MEDIUM,33.0,2.0,10.0,80.751
GAS,Alpine,35.0,0 days 00:01:19.361000,MEDIUM,34.0,2.0,10.0,79.361
GAS,Alpine,36.0,0 days 00:01:19.576000,MEDIUM,35.0,2.0,10.0,79.576
GAS,Alpine,37.0,0 days 00:01:19.975000,MEDIUM,36.0,2.0,10.0,79.975
GAS,Alpine,38.0,0 days 00:01:19.428000,MEDIUM,37.0,2.0,10.0,79.428
GAS,Alpine,39.0,0 days 00:01:20.320000,MEDIUM,38.0,2.0,10.0,80.32
GAS,Alpine,40.0,0 days 00:01:20.384000,MEDIUM,39.0,2.0,10.0,80.384
GAS,Alpine,41.0,0 days 00:01:20.200000,MEDIUM,40.0,2.0,10.0,80.2
GAS,Alpine,42.0,0 days 00:01:19.977000,MEDIUM,41.0,2.0,10.0,79.977
GAS,Alpine,43.0,0 days 00:01:21.048000,MEDIUM,42.0,2.0,10.0,81.048
GAS,Alpine,44.0,0 days 00:01:20.621000,MEDIUM,43.0,2.0,10.0,80.621
GAS,Alpine,45.0,0 days 00:01:19.382000,MEDIUM,44.0,2.0,10.0,79.382
GAS,Alpine,46.0,0 days 00:01:19.970000,MEDIUM,45.0,2.0,10.0,79.97
GAS,Alpine,47.0,0 days 00:01:19.435000,MEDIUM,46.0,2.0,10.0,79.435
GAS,Alpine,48.0,0 days 00:01:19.865000,MEDIUM,47.0,2.0,10.0,79.865
GAS,Alpine,49.0,0 days 00:01:20.534000,MEDIUM,48.0,2.0,10.0,80.534
