Driver,Team,LapNumber,LapTime,Compound,TyreLife,Stint,Position,LapTimeSeconds,Season,GrandPrix
VER,Red Bull Racing,1.0,0 days 00:01:41.724000,HARD,1.0,1.0,9.0,101.724,2023,Miami
VER,Red Bull Racing,2.0,0 days 00:01:34.260000,HARD,2.0,1.0,8.0,94.26,2023,Miami
VER,Red Bull Racing,3.0,0 days 00:01:34.127000,HARD,3.0,1.0,8.0,94.127,2023,Miami
VER,Red Bull Racing,4.0,0 days 00:01:32.935000,HARD,4.0,1.0,6.0,92.935,2023,Miami
VER,Red Bull Racing,5.0,0 days 00:01:32.875000,HARD,5.0,1.0,6.0,92.875,2023,Miami
VER,Red Bull Racing,6.0,0 days 00:01:32.753000,HARD,6.0,1.0,6.0,92.753,2023,Miami
VER,Red Bull Racing,7.0,0 days 00:01:32.555000,HARD,7.0,1.0,6.0,92.555,2023,Miami
VER,Red Bull Racing,8.0,0 days 00:01:32.947000,HARD,8.0,1.0,5.0,92.947,2023,Miami
VER,Red Bull Racing,9.0,0 days 00:01:32.988000,HARD,9.0,1.0,4.0,92.988,2023,Miami
VER,Red Bull Racing,10.0,0 days 00:01:32.740000,HARD,10.0,1.0,4.0,92.74,2023,Miami
VER,Red Bull Racing,11.0,0 days 00:01:32.251000,HARD,11.0,1.0,4.0,92.251,2023,Miami
VER,Red Bull Racing,12.0,0 days 00:01:32.304000,HARD,12.0,1.0,4.0,92.304,2023,Miami
VER,Red Bull Racing,13.0,0 days 00:01:31.736000,HARD,13.0,1.0,4.0,91.736,2023,Miami
VER,Red Bull Racing,14.0,0 days 00:01:32.193000,HARD,14.0,1.0,3.0,92.193,2023,Miami
VER,Red Bull Racing,15.0,0 days 00:01:32.433000,HARD,15.0,1.0,2.0,92.433,2023,Miami
VER,Red Bull Racing,16.0,0 days 00:01:32.333000,HARD,16.0,1.0,2.0,92.333,2023,Miami
VER,Red Bull Racing,17.0,0 days 00:01:32.455000,HARD,17.0,1.0,2.0,92.455,2023,Miami
VER,Red Bull Racing,18.0,0 days 00:01:32.124000,HARD,18.0,1.0,2.0,92.124,2023,Miami
VER,Red Bull Racing,19.0,0 days 00:01:32.073000,HARD,19.0,1.0,2.0,92.073,2023,Miami
VER,Red Bull Racing,20.0,0 days 00:01:32.203000,HARD,20.0,1.0,1.0,92.203,2023,Miami
VER,Red Bull Racing,21.0,0 days 00:01:32.351000,HARD,21.0,1.0,1.0,92.351,2023,Miami
VER,Red Bull Racing,22.0,0 days 00:01:32.267000,HARD,22.0,1.0,1.0,92.267,2023,Miami
VER,Red Bull Racing,23.0,0 days 00:01:31.906000,HARD,23.0,1.0,1.0,91.906,2023,Miami
VER,Red Bull Racing,24.0,0 days 00:01:32.126000,HARD,24.0,1.0,1.0,92.126,2023,Miami
VER,Red Bull Racing,25.0,0 days 00:01:31.919000,HARD,25.0,1.0,1.0,91.919,2023,Miami
VER,Red Bull Racing,26.0,0 days 00:01:31.922000,HARD,26.0,1.0,1.0,91.922,2023,Miami
VER,Red Bull Racing,27.0,0 days 00:01:31.829000,HARD,27.0,1.0,1.0,91.829,2023,Miami
VER,Red Bull Racing,28.0,0 days 00:01:31.776000,HARD,28.0,1.0,1.0,91.776,2023,Miami
VER,Red Bull Racing,29.0,0 days 00:01:31.820000,HARD,29.0,1.0,1.0,91.82,2023,Miami
VER,Red Bull Racing,30.0,0 days 00:01:32.484000,HARD,30.0,1.0,1.0,92.484,2023,Miami
VER,Red Bull Racing,31.0,0 days 00:01:31.627000,HARD,31.0,1.0,1.0,91.627,2023,Miami
VER,Red Bull Racing,32.0,0 days 00:01:31.293000,HARD,32.0,1.0,1.0,91.293,2023,Miami
VER,Red Bull Racing,33.0,0 days 00:01:31.481000,HARD,33.0,1.0,1.0,91.481,2023,Miami
VER,Red Bull Racing,34.0,0 days 00:01:31.430000,HARD,34.0,1.0,1.0,91.43,2023,Miami
VER,Red Bull Racing,35.0,0 days 00:01:31.225000,HARD,35.0,1.0,1.0,91.225,2023,Miami
VER,Red Bull Racing,36.0,0 days 00:01:31.384000,HARD,36.0,1.0,1.0,91.384,2023,Miami
VER,Red Bull Racing,37.0,0 days 00:01:31.268000,HARD,37.0,1.0,1.0,91.268,2023,Miami
VER,Red Bull Racing,38.0,0 days 00:01:31.199000,HARD,38.0,1.0,1.0,91.199,2023,Miami
VER,Red Bull Racing,39.0,0 days 00:01:31.444000,HARD,39.0,1.0,1.0,91.444,2023,Miami
VER,Red Bull Racing,40.0,0 days 00:01:31.288000,HARD,40.0,1.0,1.0,91.288,2023,Miami
VER,Red Bull Racing,41.0,0 days 00:01:31.004000,HARD,41.0,1.0,1.0,91.004,2023,Miami
VER,Red Bull Racing,42.0,0 days 00:01:31.122000,HARD,42.0,1.0,1.0,91.122,2023,Miami
VER,Red Bull Racing,43.0,0 days 00:01:30.988000,HARD,43.0,1.0,1.0,90.988,2023,Miami
